PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M,2017,40.75,-72.75,3.73,3.68,2.76,9.24,12.75,18.33,22.54,22.34,20.2,17.39,9.8,3.45,12.23
T2M,2017,40.75,-73.25,2.84,3.11,2.43,9.89,13.36,19.05,22.86,22.44,20.3,17.24,8.91,2.53,12.13
T2M,2017,40.75,-73.75,1.77,2.48,2.06,10.62,13.97,19.64,23.06,22.34,20.28,16.83,7.48,1.21,11.86
T2M,2017,40.75,-74.25,0.63,1.84,1.49,11.32,14.27,20.08,23.23,21.83,19.94,16.07,5.88,-0.32,11.4
T2M,2017,40.75,-74.75,-0.01,1.47,1.08,11.63,14.23,20.14,23.11,21.28,19.56,15.38,4.95,-1.21,11.01
T2M,2017,40.75,-75.25,-0.45,1.23,0.79,11.64,14.04,20.01,22.82,20.79,19.14,14.79,4.35,-1.74,10.66
T2M,2017,41.25,-72.25,1.96,1.86,1.34,9.31,12.78,18.4,22.05,21.8,19.92,16.59,7.78,0.89,11.27
T2M,2017,41.25,-72.75,1.2,1.4,1.01,9.8,13.22,18.95,22.46,21.97,20.08,16.49,7.03,0.16,11.2
T2M,2017,41.25,-73.25,0.51,1.04,0.72,10.2,13.54,19.27,22.58,21.85,19.97,16.22,6.24,-0.46,11.02
T2M,2017,41.25,-73.75,-0.27,0.57,0.39,10.7,13.86,19.53,22.67,21.69,19.78,15.8,5.06,-1.39,10.75
T2M,2017,41.25,-74.25,-0.95,0.16,-0.16,10.65,13.6,19.35,22.36,20.98,19.22,15.08,4.14,-2.11,10.24
T2M,2017,41.25,-74.75,-1.38,-0.1,-0.54,10.61,13.3,19.09,21.95,20.28,18.71,14.42,3.6,-2.56,9.83
T2M,2017,41.25,-75.25,-1.75,-0.31,-0.85,10.45,12.97,18.75,21.43,19.56,18.11,13.79,3.16,-2.93,9.41
T2M,2017,41.75,-72.25,-0.33,-0.31,-0.36,9.59,13.03,18.74,21.65,21.16,19.54,15.48,5.15,-2.21,10.15
T2M,2017,41.75,-72.75,-0.88,-0.62,-0.68,9.77,13.16,18.81,21.74,21.07,19.41,15.25,4.55,-2.65,9.96
T2M,2017,41.75,-73.25,-1.47,-0.94,-1.1,9.79,13.11,18.71,21.57,20.77,19.07,14.87,3.89,-3.02,9.65
T2M,2017,41.75,-73.75,-1.54,-0.8,-1.01,10.12,13.35,18.89,21.82,20.88,19.17,14.9,3.71,-2.9,9.76
T2M,2017,41.75,-74.25,-2.37,-1.29,-1.86,9.46,12.52,18.2,21.04,19.67,18.02,13.86,2.77,-3.59,8.92
T2M,2017,41.75,-74.75,-2.73,-1.57,-2.21,9.31,12.13,17.83,20.6,18.89,17.4,13.2,2.33,-3.85,8.49
T2M,2017,41.75,-75.25,-2.81,-1.54,-2.19,9.4,12.08,17.76,20.39,18.46,17.06,12.91,2.2,-3.87,8.37
T2M,2018,39.75,-72.25,5.15,7.11,5.61,8.11,13.09,17.96,23.16,25.15,22.22,17.02,11.12,8.2,13.7
T2M,2018,39.75,-72.75,4.39,6.46,5.14,7.5,12.83,18.03,23.26,25.17,22.17,16.9,10.9,7.95,13.44
T2M,2018,39.75,-73.25,3.32,5.76,4.72,7.28,13.11,18.39,23.41,25.11,22.19,16.82,10.56,7.54,13.23
T2M,2018,39.75,-73.75,1.92,4.97,4.26,7.5,14.14,19.12,23.58,25.03,22.26,16.64,9.89,6.78,13.05
T2M,2018,39.75,-74.25,-0.0,4.56,3.54,8.16,16.24,20.37,23.87,24.99,22.23,15.41,7.9,4.88,12.72
T2M,2018,39.75,-74.75,-1.14,4.3,3.09,8.65,17.75,21.12,24.13,24.83,22.01,14.47,6.4,3.64,12.48
T2M,2018,39.75,-75.25,-1.68,3.97,2.83,8.84,18.62,21.48,24.48,24.71,21.85,13.96,5.52,3.0,12.34
T2M,2018,40.25,-72.25,3.57,5.71,4.55,6.95,12.33,17.37,22.84,24.66,21.41,16.31,10.4,7.17,12.82
T2M,2018,40.25,-72.75,2.69,5.2,4.27,6.82,12.69,17.81,23.07,24.69,21.53,16.18,10.03,6.81,12.7
T2M,2018,40.25,-73.25,1.56,4.66,3.95,6.92,13.52,18.51,23.34,24.71,21.69,15.92,9.37,6.18,12.58
T2M,2018,40.25,-73.75,0.45,4.14,3.56,7.23,14.72,19.33,23.6,24.72,21.78,15.59,8.53,5.42,12.47
T2M,2018,40.25,-74.25,-1.31,3.62,2.8,7.76,16.65,20.41,24.0,24.59,21.6,14.17,6.49,3.63,12.08
T2M,2018,40.25,-74.75,-2.23,3.06,2.32,7.94,17.69,20.8,24.06,24.25,21.21,13.29,5.15,2.59,11.73
T2M,2018,40.25,-75.25,-2.69,2.54,1.96,7.85,18.16,20.84,24.06,23.89,20.89,12.8,4.33,2.02,11.44
T2M,2018,40.75,-72.25,1.23,4.14,3.56,6.39,12.69,17.46,22.75,24.2,20.94,15.26,8.96,5.42,11.96
T2M,2018,40.75,-72.75,0.21,3.64,3.26,6.45,13.55,18.15,23.22,24.36,21.16,15.04,8.36,4.83,11.9
T2M,2018,40.75,-73.25,-0.79,3.22,2.93,6.62,14.64,18.9,23.61,24.45,21.28,14.63,7.53,4.12,11.81
T2M,2018,40.75,-73.75,-1.97,2.74,2.47,6.85,15.84,19.64,23.92,24.39,21.12,13.8,6.2,3.09,11.56
T2M,2018,40.75,-74.25,-2.98,1.99,1.67,6.82,16.76,20.07,24.02,23.94,20.68,12.67,4.7,1.93,11.08
T2M,2018,40.75,-74.75,-3.54,1.31,1.1,6.64,17.17,20.02,23.68,23.39,20.15,11.94,3.68,1.21,10.62
T2M,2018,40.75,-75.25,-3.91,0.76,0.63,6.37,17.29,19.83,23.2,22.88,19.72,11.49,2.97,0.75,10.22
T2M,2018,41.25,-72.25,-1.68,2.43,2.35,6.0,14.27,18.13,23.09,23.97,20.37,13.35,6.31,2.68,10.99
T2M,2018,41.25,-72.75,-2.54,1.91,2.01,5.98,15.1,18.71,23.55,24.01,20.46,13.04,5.58,2.09,10.88
T2M,2018,41.25,-73.25,-3.2,1.46,1.59,5.96,15.86,19.13,23.77,23.89,20.34,12.63,4.82,1.55,10.7
T2M,2018,41.25,-73.75,-4.05,1.0,1.18,6.05,16.59,19.59,24.01,23.72,20.1,11.85,3.76,0.78,10.44
T2M,2018,41.25,-74.25,-4.54,0.22,0.29,5.58,16.56,19.41,23.62,23.05,19.5,11.11,2.84,0.13,9.87
T2M,2018,41.25,-74.75,-4.88,-0.34,-0.38,5.18,16.48,19.1,22.96,22.43,18.99,10.6,2.19,-0.29,9.4
T2M,2018,41.25,-75.25,-5.2,-0.78,-0.95,4.8,16.35,18.75,22.17,21.84,18.55,10.22,1.64,-0.64,8.95
T2M,2018,41.75,-72.25,-4.13,0.75,1.04,5.31,15.57,18.55,23.33,23.52,19.46,11.24,3.61,0.17,9.93
T2M,2018,41.75,-72.75,-4.71,0.2,0.68,5.1,15.9,18.73,23.44,23.23,19.32,10.94,2.98,-0.23,9.69
T2M,2018,41.75,-73.25,-5.21,-0.36,0.12,4.84,16.07,18.76,23.34,22.85,18.99,10.55,2.33,-0.64,9.36
T2M,2018,41.75,-73.75,-5.19,-0.55,0.12,5.06,16.41,19.14,23.74,22.92,19.06,10.51,2.17,-0.6,9.46
T2M,2018,41.75,-74.25,-5.82,-1.3,-1.44,4.14,15.76,18.36,22.54,21.9,18.17,9.69,1.23,-1.34,8.55
T2M,2018,41.75,-74.75,-6.2,-1.76,-2.24,3.69,15.46,17.96,21.76,21.28,17.78,9.26,0.7,-1.68,8.06
T2M,2018,41.75,-75.25,-6.29,-1.87,-2.56,3.56,15.49,17.86,21.27,21.0,17.68,9.17,0.46,-1.75,7.89
T2M,2019,39.75,-72.25,5.18,5.2,6.14,10.31,12.88,19.0,24.02,24.58,21.61,17.86,12.05,9.41,14.07
T2M,2019,39.75,-72.75,4.72,4.7,5.61,9.89,12.88,18.98,24.21,24.44,21.42,17.47,11.48,8.97,13.79
T2M,2019,39.75,-73.25,4.05,4.03,5.17,9.79,13.2,19.43,24.44,24.25,21.27,17.18,10.74,8.14,13.53
T2M,2019,39.75,-73.75,3.08,3.22,4.71,10.13,14.02,20.12,24.75,23.98,21.15,16.94,9.73,6.86,13.29
T2M,2019,39.75,-74.25,1.3,2.02,4.18,11.23,15.64,20.92,24.88,23.72,21.01,16.31,7.43,4.71,12.84
T2M,2019,39.75,-74.75,0.1,1.22,3.81,12.07,16.86,21.42,24.98,23.66,21.24,15.98,5.81,3.28,12.6
T2M,2019,39.75,-75.25,-0.55,0.76,3.58,12.56,17.61,21.67,25.17,24.05,21.75,15.89,5.03,2.48,12.56
T2M,2019,40.25,-72.25,3.99,3.87,4.86,8.92,12.12,18.19,23.52,23.84,20.88,16.83,10.93,7.96,13.05
T2M,2019,40.25,-72.75,3.43,3.35,4.56,9.07,12.56,18.62,23.88,23.75,20.84,16.62,10.23,7.35,12.91
T2M,2019,40.25,-73.25,2.6,2.68,4.2,9.44,13.27,19.32,24.24,23.68,20.84,16.43,9.3,6.33,12.76
T2M,2019,40.25,-73.75,1.73,2.08,3.89,9.91,14.14,19.94,24.53,23.51,20.85,16.26,8.26,5.15,12.58
T2M,2019,40.25,-74.25,-0.05,0.85,3.3,10.99,15.58,20.61,24.74,23.39,20.76,15.65,5.94,3.04,12.13
T2M,2019,40.25,-74.75,-1.15,0.06,2.84,11.52,16.45,20.85,24.73,23.28,20.87,15.26,4.53,1.77,11.82
T2M,2019,40.25,-75.25,-1.81,-0.39,2.48,11.69,16.89,20.83,24.62,23.33,21.03,15.01,3.82,1.05,11.61
T2M,2019,40.75,-72.25,2.12,2.09,3.64,8.64,12.31,18.06,23.39,23.2,20.26,15.84,9.07,5.6,12.08
T2M,2019,40.75,-72.75,1.38,1.48,3.3,8.9,12.97,18.76,23.96,23.33,20.39,15.72,8.2,4.73,11.99
T2M,2019,40.75,-73.25,0.55,0.91,2.95,9.29,13.74,19.45,24.4,23.35,20.46,15.52,7.19,3.73,11.86
T2M,2019,40.75,-73.75,-0.53,0.3,2.6,9.82,14.57,19.92,24.61,23.22,20.45,15.14,5.68,2.35,11.58
T2M,2019,40.75,-74.25,-1.84,-0.59,2.03,10.33,15.31,20.03,24.5,22.86,20.12,14.61,4.11,0.87,11.1
T2M,2019,40.75,-74.75,-2.74,-1.21,1.55,10.46,15.67,19.88,24.16,22.45,19.91,14.15,3.16,0.03,10.69
T2M,2019,40.75,-75.25,-3.34,-1.64,1.18,10.38,15.79,19.6,23.79,22.06,19.7,13.74,2.56,-0.46,10.35
T2M,2019,41.25,-72.25,-0.65,-0.16,2.13,8.71,12.95,18.53,23.73,22.82,19.46,14.36,6.08,2.37,10.93
T2M,2019,41.25,-72.75,-1.39,-0.69,1.76,8.88,13.5,19.07,24.28,23.03,19.56,14.19,5.21,1.55,10.81
T2M,2019,41.25,-73.25,-2.1,-1.11,1.4,9.03,13.96,19.4,24.43,22.9,19.53,13.96,4.35,0.79,10.61
T2M,2019,41.25,-73.75,-3.0,-1.56,1.13,9.46,14.58,19.65,24.42,22.69,19.55,13.65,3.1,-0.32,10.35
T2M,2019,41.25,-74.25,-3.81,-2.14,0.66,9.38,14.68,19.28,23.88,21.94,19.04,13.25,2.29,-1.13,9.84
T2M,2019,41.25,-74.75,-4.4,-2.54,0.25,9.25,14.68,18.87,23.35,21.25,18.63,12.82,1.79,-1.53,9.43
T2M,2019,41.25,-75.25,-4.92,-2.89,-0.08,9.0,14.55,18.41,22.84,20.62,18.18,12.33,1.33,-1.79,9.03
T2M,2019,41.75,-72.25,-3.36,-2.2,0.62,8.45,13.12,18.79,23.76,22.29,18.47,12.71,3.25,-0.34,9.7
T2M,2019,41.75,-72.75,-3.97,-2.61,0.31,8.44,13.4,18.91,23.91,22.24,18.39,12.49,2.56,-0.95,9.5
T2M,2019,41.75,-73.25,-4.61,-3.02,-0.09,8.37,13.54,18.85,23.66,21.9,18.22,12.21,1.86,-1.59,9.18
T2M,2019,41.75,-73.75,-4.75,-2.92,0.03,8.76,14.02,19.05,23.75,21.98,18.59,12.35,1.64,-1.87,9.29
T2M,2019,41.75,-74.25,-5.68,-3.7,-0.78,8.15,13.52,18.22,22.73,20.67,17.69,11.72,0.82,-2.55,8.47
T2M,2019,41.75,-74.75,-6.19,-4.01,-1.15,7.91,13.35,17.72,22.18,19.91,17.21,11.35,0.44,-2.84,8.06
T2M,2019,41.75,-75.25,-6.38,-4.02,-1.19,7.87,13.37,17.5,21.97,19.55,17.01,11.14,0.26,-2.82,7.92
T2M,2020,39.75,-72.25,7.44,7.14,8.01,8.66,11.36,17.98,23.51,24.33,21.23,17.76,14.49,9.79,14.34
T2M,2020,39.75,-72.75,7.13,6.61,7.73,8.41,11.25,18.25,23.88,24.24,21.18,17.46,14.16,9.17,14.15
T2M,2020,39.75,-73.25,6.66,6.09,7.61,8.46,11.5,18.74,24.27,24.22,21.19,17.18,13.66,8.35,14.02
T2M,2020,39.75,-73.75,5.77,5.44,7.49,8.72,12.15,19.46,24.7,24.2,21.19,16.85,12.89,7.07,13.85
T2M,2020,39.75,-74.25,4.14,4.51,7.68,9.06,13.47,20.67,25.33,24.23,20.54,15.86,11.22,4.64,13.48
T2M,2020,39.75,-74.75,3.08,3.93,7.85,9.31,14.37,21.51,25.97,24.32,20.03,15.06,10.08,2.94,13.23
T2M,2020,39.75,-75.25,2.5,3.57,7.85,9.42,14.78,22.04,26.51,24.4,19.76,14.56,9.51,2.04,13.11
T2M,2020,40.25,-72.25,6.31,5.83,7.12,7.82,10.9,17.83,23.38,23.77,20.61,16.93,13.68,8.58,13.59
T2M,2020,40.25,-72.75,5.92,5.47,7.07,7.96,11.2,18.36,23.89,23.87,20.7,16.71,13.25,7.84,13.54
T2M,2020,40.25,-73.25,5.26,4.94,7.01,8.2,11.74,19.1,24.52,24.07,20.79,16.39,12.52,6.8,13.47
T2M,2020,40.25,-73.75,4.47,4.32,6.99,8.44,12.39,19.87,24.98,24.09,20.73,15.9,11.66,5.5,13.31
T2M,2020,40.25,-74.25,2.91,3.37,7.06,8.6,13.52,20.95,25.6,24.11,20.01,14.79,9.94,3.1,12.86
T2M,2020,40.25,-74.75,1.97,2.74,6.97,8.59,14.05,21.32,25.95,24.04,19.47,14.02,9.0,1.71,12.52
T2M,2020,40.25,-75.25,1.43,2.31,6.77,8.47,14.18,21.37,26.09,23.91,19.12,13.51,8.52,0.96,12.25
T2M,2020,40.75,-72.25,4.55,4.29,6.29,7.48,11.3,18.38,23.59,23.58,20.13,15.93,12.21,6.53,12.88
T2M,2020,40.75,-72.75,3.93,3.8,6.23,7.69,11.81,19.1,24.3,23.94,20.28,15.68,11.6,5.58,12.86
T2M,2020,40.75,-73.25,3.24,3.26,6.2,7.88,12.35,19.83,24.95,24.15,20.31,15.28,10.83,4.5,12.76
T2M,2020,40.75,-73.75,2.37,2.56,6.17,7.97,12.89,20.6,25.42,24.14,19.94,14.46,9.68,2.98,12.46
T2M,2020,40.75,-74.25,1.29,1.7,5.95,7.79,13.32,20.99,25.51,23.73,19.21,13.45,8.46,1.41,11.93
T2M,2020,40.75,-74.75,0.58,1.06,5.64,7.54,13.4,20.77,25.33,23.3,18.64,12.79,7.79,0.45,11.47
T2M,2020,40.75,-75.25,0.08,0.61,5.28,7.25,13.25,20.35,24.98,22.88,18.2,12.3,7.34,-0.16,11.06
T2M,2020,41.25,-72.25,2.12,2.08,5.29,6.95,12.2,19.49,24.24,23.8,19.52,14.26,9.89,3.48,11.98
T2M,2020,41.25,-72.75,1.48,1.53,5.14,7.06,12.56,20.05,24.81,24.03,19.44,13.88,9.24,2.6,11.85
T2M,2020,41.25,-73.25,0.92,1.01,5.0,7.06,12.76,20.36,25.04,23.9,19.19,13.42,8.62,1.76,11.62
T2M,2020,41.25,-73.75,0.26,0.45,4.94,7.11,13.05,20.74,25.33,23.76,18.83,12.81,7.69,0.63,11.33
T2M,2020,41.25,-74.25,-0.43,-0.25,4.53,6.69,12.85,20.38,24.88,23.0,18.2,12.12,7.01,-0.13,10.77
T2M,2020,41.25,-74.75,-0.94,-0.77,4.16,6.38,12.57,19.8,24.37,22.37,17.73,11.66,6.59,-0.69,10.3
T2M,2020,41.25,-75.25,-1.39,-1.21,3.76,6.01,12.24,19.16,23.66,21.71,17.22,11.2,6.21,-1.12,9.82
T2M,2020,41.75,-72.25,-0.11,-0.18,4.04,6.1,12.63,20.07,24.63,23.75,18.68,12.41,7.7,0.84,10.92
T2M,2020,41.75,-72.75,-0.6,-0.69,3.81,6.09,12.64,20.17,24.75,23.55,18.35,12.02,7.16,0.23,10.66
T2M,2020,41.75,-73.25,-1.1,-1.22,3.53,5.93,12.52,20.04,24.6,23.05,17.89,11.58,6.6,-0.4,10.29
T2M,2020,41.75,-73.75,-1.11,-1.29,3.7,6.21,12.73,20.11,24.85,22.94,17.9,11.62,6.45,-0.53,10.33
T2M,2020,41.75,-74.25,-1.99,-2.26,3.0,5.3,11.95,19.08,23.65,21.67,16.96,10.79,5.75,-1.26,9.43
T2M,2020,41.75,-74.75,-2.48,-2.94,2.68,4.98,11.54,18.47,23.05,21.03,16.51,10.4,5.36,-1.74,8.94
T2M,2020,41.75,-75.25,-2.66,-3.17,2.6,4.91,11.45,18.17,22.69,20.71,16.29,10.24,5.21,-1.91,8.75
T2M,2021,39.75,-72.25,6.97,6.02,7.64,9.68,13.1,18.89,23.24,24.27,22.76,19.24,13.11,10.97,14.71
T2M,2021,39.75,-72.75,6.44,5.43,7.15,9.46,13.18,18.71,23.25,24.18,22.42,19.02,12.67,10.49,14.42
T2M,2021,39.75,-73.25,5.66,4.62,6.69,9.47,13.53,18.96,23.4,24.16,22.2,18.8,12.12,9.82,14.18
T2M,2021,39.75,-73.75,4.44,3.48,6.24,9.78,14.18,19.64,23.59,24.26,21.93,18.5,11.2,8.79,13.9
T2M,2021,39.75,-74.25,2.25,1.64,6.05,10.43,15.2,20.87,23.97,24.39,21.42,17.63,8.87,6.93,13.38
T2M,2021,39.75,-74.75,0.9,0.34,6.11,10.9,15.82,21.72,24.59,24.83,21.1,17.08,7.31,5.74,13.12
T2M,2021,39.75,-75.25,0.29,-0.41,6.22,11.2,16.13,22.3,25.26,25.31,20.89,16.79,6.51,5.16,13.06
T2M,2021,40.25,-72.25,5.45,4.48,6.15,8.7,12.76,18.32,22.54,23.61,22.06,18.5,12.1,9.73,13.76
T2M,2021,40.25,-72.75,4.82,3.88,5.9,8.91,13.15,18.59,22.75,23.71,21.83,18.34,11.66,9.23,13.62
T2M,2021,40.25,-73.25,3.9,2.99,5.69,9.25,13.7,19.23,23.14,23.93,21.67,18.1,10.89,8.46,13.48
T2M,2021,40.25,-73.75,2.82,1.89,5.55,9.65,14.22,20.04,23.48,24.12,21.35,17.74,9.86,7.53,13.26
T2M,2021,40.25,-74.25,0.83,0.01,5.37,10.24,15.08,21.2,24.03,24.29,20.64,16.75,7.49,5.6,12.71
T2M,2021,40.25,-74.75,-0.24,-1.23,5.31,10.46,15.44,21.68,24.39,24.49,20.16,16.11,6.15,4.51,12.36
T2M,2021,40.25,-75.25,-0.74,-2.01,5.26,10.5,15.48,21.86,24.57,24.62,19.81,15.73,5.48,3.98,12.14
T2M,2021,40.75,-72.25,3.17,2.55,4.83,8.38,13.05,18.52,22.25,23.41,21.37,17.6,10.46,7.85,12.85
T2M,2021,40.75,-72.75,2.3,1.8,4.68,8.78,13.6,19.2,22.68,23.74,21.24,17.41,9.8,7.15,12.77
T2M,2021,40.75,-73.25,1.39,0.88,4.62,9.23,14.14,19.98,23.07,23.98,21.0,17.1,8.9,6.38,12.63
T2M,2021,40.75,-73.75,0.23,-0.36,4.58,9.64,14.52,20.8,23.38,24.09,20.36,16.42,7.44,5.24,12.27
T2M,2021,40.75,-74.25,-0.98,-1.95,4.36,9.75,14.74,21.29,23.62,23.94,19.54,15.52,5.86,3.9,11.71
T2M,2021,40.75,-74.75,-1.69,-3.04,4.16,9.64,14.7,21.3,23.54,23.73,18.99,14.92,4.93,3.09,11.28
T2M,2021,40.75,-75.25,-2.08,-3.81,4.01,9.46,14.52,21.11,23.25,23.49,18.59,14.52,4.37,2.62,10.93
T2M,2021,41.25,-72.25,0.06,0.09,3.72,8.43,13.74,19.6,22.17,23.45,20.35,16.05,7.75,4.97,11.77
T2M,2021,41.25,-72.75,-0.75,-0.74,3.6,8.75,14.09,20.2,22.51,23.72,20.11,15.76,7.03,4.3,11.62
T2M,2021,41.25,-73.25,-1.43,-1.63,3.52,9.01,14.26,20.65,22.63,23.69,19.7,15.39,6.28,3.75,11.4
T2M,2021,41.25,-73.75,-2.2,-2.57,3.53,9.33,14.44,21.17,22.85,23.7,19.13,14.85,5.12,2.89,11.1
T2M,2021,41.25,-74.25,-2.84,-3.81,3.22,9.02,14.1,21.0,22.64,23.23,18.42,14.21,4.3,2.13,10.56
T2M,2021,41.25,-74.75,-3.21,-4.62,2.99,8.72,13.79,20.66,22.26,22.76,17.93,13.8,3.75,1.65,10.13
T2M,2021,41.25,-75.25,-3.51,-5.25,2.8,8.36,13.45,20.2,21.72,22.29,17.5,13.46,3.31,1.3,9.73
T2M,2021,41.75,-72.25,-2.56,-2.29,2.77,8.29,13.99,20.51,21.64,22.96,19.0,14.25,5.24,2.23,10.58
T2M,2021,41.75,-72.75,-3.16,-3.06,2.6,8.39,13.93,20.65,21.67,22.94,18.64,13.95,4.71,1.82,10.34
T2M,2021,41.75,-73.25,-3.72,-3.93,2.39,8.39,13.72,20.63,21.59,22.75,18.19,13.58,4.14,1.44,10.01
T2M,2021,41.75,-73.75,-3.64,-4.17,2.63,8.76,13.88,20.98,21.96,23.01,18.19,13.69,4.03,1.44,10.15
T2M,2021,41.75,-74.25,-4.6,-5.49,1.99,7.94,13.03,20.14,21.23,22.04,17.28,12.93,3.1,0.69,9.28
T2M,2021,41.75,-74.75,-4.98,-6.13,1.72,7.48,12.6,19.63,20.76,21.49,16.8,12.62,2.58,0.31,8.83
T2M,2021,41.75,-75.25,-4.93,-6.43,1.77,7.32,12.46,19.39,20.5,21.28,16.58,12.61,2.39,0.25,8.69
T2M,2022,39.75,-72.25,5.8,6.82,7.89,9.87,12.85,18.94,23.72,24.89,22.33,17.65,14.23,9.44,14.58
T2M,2022,39.75,-72.75,5.12,6.13,7.3,9.59,12.72,19.13,23.74,24.72,22.24,17.23,13.74,8.62,14.23
T2M,2022,39.75,-73.25,4.28,5.31,6.76,9.44,12.99,19.5,23.83,24.59,22.07,16.69,13.24,7.67,13.91
T2M,2022,39.75,-73.75,3.03,4.34,6.37,9.49,13.73,19.97,23.99,24.65,21.84,16.04,12.5,6.4,13.58
T2M,2022,39.75,-74.25,0.67,3.09,6.38,10.05,15.4,20.75,24.83,25.21,21.5,14.69,10.8,4.06,13.17
T2M,2022,39.75,-74.75,-0.82,2.34,6.5,10.39,16.61,21.41,25.7,25.87,21.15,13.53,9.52,2.44,12.94
T2M,2022,39.75,-75.25,-1.59,1.87,6.52,10.43,17.2,21.91,26.23,26.16,20.86,12.71,8.79,1.54,12.78
T2M,2022,40.25,-72.25,4.32,5.3,6.53,9.0,12.26,18.55,23.22,24.37,21.63,16.56,13.25,8.07,13.63
T2M,2022,40.25,-72.75,3.54,4.59,6.18,9.0,12.62,18.95,23.46,24.37,21.58,16.27,12.79,7.22,13.43
T2M,2022,40.25,-73.25,2.52,3.72,5.87,9.06,13.33,19.56,23.98,24.52,21.48,15.75,12.15,6.15,13.23
T2M,2022,40.25,-73.75,1.37,2.92,5.73,9.23,14.23,20.11,24.46,24.82,21.32,15.03,11.33,4.91,13.01
T2M,2022,40.25,-74.25,-0.86,1.76,5.67,9.63,15.73,20.73,25.51,25.59,20.93,13.54,9.52,2.61,12.59
T2M,2022,40.25,-74.75,-2.15,0.98,5.5,9.64,16.48,20.91,25.91,25.85,20.42,12.51,8.39,1.2,12.2
T2M,2022,40.25,-75.25,-2.87,0.43,5.26,9.43,16.71,20.94,25.91,25.74,19.98,11.81,7.73,0.41,11.85
T2M,2022,40.75,-72.25,2.12,3.33,5.33,8.61,12.71,18.71,23.28,24.19,20.85,15.56,11.83,5.95,12.76
T2M,2022,40.75,-72.75,1.11,2.53,5.05,8.7,13.38,19.27,23.86,24.53,20.83,15.19,11.24,4.99,12.61
T2M,2022,40.75,-73.25,0.04,1.73,4.88,8.81,14.18,19.81,24.55,24.9,20.72,14.58,10.51,3.95,12.45
T2M,2022,40.75,-73.75,-1.4,0.88,4.78,8.93,15.05,20.27,25.28,25.38,20.44,13.55,9.32,2.49,12.14
T2M,2022,40.75,-74.25,-2.93,-0.03,4.44,8.81,15.74,20.27,25.56,25.54,19.92,12.36,7.99,0.91,11.61
T2M,2022,40.75,-74.75,-3.86,-0.71,4.04,8.49,15.93,20.0,25.19,25.24,19.24,11.55,7.15,-0.16,11.08
T2M,2022,40.75,-75.25,-4.48,-1.21,3.67,8.1,15.86,19.72,24.67,24.79,18.66,10.93,6.54,-0.86,10.6
T2M,2022,41.25,-72.25,-1.12,0.87,4.16,8.41,13.98,19.24,24.06,24.44,19.56,13.93,9.51,3.06,11.74
T2M,2022,41.25,-72.75,-2.1,0.18,3.87,8.36,14.53,19.59,24.56,24.85,19.48,13.45,8.87,2.21,11.55
T2M,2022,41.25,-73.25,-3.03,-0.46,3.64,8.26,14.97,19.74,24.82,25.04,19.3,12.85,8.23,1.38,11.3
T2M,2022,41.25,-73.75,-4.18,-1.12,3.55,8.29,15.5,19.94,25.29,25.41,19.12,12.07,7.24,0.24,11.01
T2M,2022,41.25,-74.25,-5.1,-1.85,3.0,7.76,15.46,19.42,24.62,24.88,18.52,11.28,6.44,-0.73,10.38
T2M,2022,41.25,-74.75,-5.64,-2.36,2.57,7.27,15.25,18.99,23.77,24.24,17.84,10.67,5.87,-1.47,9.82
T2M,2022,41.25,-75.25,-6.1,-2.79,2.22,6.79,14.99,18.57,22.94,23.54,17.19,10.06,5.37,-2.05,9.3
T2M,2022,41.75,-72.25,-4.25,-1.28,2.95,7.87,14.79,19.29,24.52,24.57,18.09,12.17,7.28,0.66,10.63
T2M,2022,41.75,-72.75,-4.99,-1.78,2.62,7.58,14.94,19.28,24.5,24.6,17.91,11.74,6.75,0.07,10.34
T2M,2022,41.75,-73.25,-5.78,-2.39,2.26,7.23,14.99,19.06,24.25,24.45,17.69,11.25,6.19,-0.62,9.95
T2M,2022,41.75,-73.75,-5.9,-2.51,2.4,7.37,15.29,19.24,24.47,24.75,17.94,11.2,5.98,-0.88,10.02
T2M,2022,41.75,-74.25,-6.92,-3.54,1.59,6.45,14.65,18.29,23.0,23.55,16.99,10.23,5.19,-1.91,9.04
T2M,2022,41.75,-74.75,-7.38,-4.03,1.19,5.92,14.36,17.84,22.06,22.79,16.34,9.65,4.62,-2.58,8.47
T2M,2022,41.75,-75.25,-7.48,-4.17,1.14,5.71,14.32,17.69,21.58,22.38,16.0,9.28,4.37,-2.9,8.23
